"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","33/4011","45/9370",0.733333333333333,1.71312224715366,4.14836435451947,0.0000314043395632948,0.000345447735196242,0.000212805722040747,"3002/3119/5551/3821/3458/3120/3824/3115/3112/3117/3118/3113/115653/3105/3108/3127/355/3569/3552/940/3811/3813/3135/941/3123/3126/3109/3111/3133/3122/3107/3106/3134",33
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","63/4011","100/9370",0.63,1.4717277486911,4.10282155593739,0.0000345705139378012,0.000368752148669879,0.000227161909766732,"3815/1436/930/3684/3559/3566/3119/2056/914/952/3120/933/3655/1378/1379/3115/3112/3117/3118/3113/913/3581/3678/3575/916/3108/3127/1440/1438/3675/2209/3569/3552/928/2323/290/3574/917/4254/1604/3554/3567/3690/3123/3126/7850/951/925/3673/3563/3109/3111/3122/3676/1380/929/3570/921/948/3672/1435/2993/915",63
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","192/4011","362/9370",0.530386740331492,1.2390236242598,4.01247182320022,0.0000414217720849625,0.000428837169820789,0.000264176007724529,"7533/3688/54541/5970/3815/1436/2790/930/7529/468/200186/5515/6194/3559/627/5106/3566/10110/55844/2277/1129/2056/3561/1969/2788/3694/1950/9180/7148/8517/10000/3918/9470/3693/7424/5618/1946/2668/6446/3630/7059/3915/57121/1284/10681/22801/1442/672/2997/898/3655/598/3455/2246/2149/5879/4609/1978/2782/3680/374/7184/1101/2793/10161/5156/4790/2260/5529/3845/4602/1292/1945/3718/2846/2324/5526/4233/896/3678/7039/2255/1443/57521/1299/3575/5623/2069/3480/9965/8822/23566/1287/1298/9623/1440/3685/3675/56034/285/4893/1282/23533/51378/3569/6696/3695/7448/2323/55012/3574/3909/7097/6850/2264/3912/5728/284217/7532/5519/125467750/1944/10018/80310/3551/4254/1021/3560/2689/1975/3667/5525/1311/1278/894/5295/3690/2335/4170/4915/146850/2885/23678/6198/7099/5293/9223/1026/1388/5578/2309/59345/3673/2066/54331/3563/1291/5563/1293/3676/7058/57818/5586/2690/8515/64223/5228/3082/7249/3570/5294/1277/3910/7157/3164/64764/3643/3913/3914/2254/1956/3672/1435/5154/100533105/3691/55970/26281/6009/2784/3320/3717",192
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","59/4011","93/9370",0.634408602150538,1.48202657744965,4.04147365822242,0.0000451822225802103,0.000444278462946033,0.000273688287580391,"3932/5970/2353/3559/3566/3119/7297/3561/3458/8517/5601/3120/6776/182/3115/3460/4790/4794/3112/3117/3118/3113/3718/919/11317/4094/3594/916/54567/3108/27040/3127/6778/864/3595/3459/4773/917/3551/5535/84441/7535/3560/3567/6772/3123/3126/5530/5532/3109/3111/3122/6300/4854/3725/2625/915/5600/3717",59
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","51/4011","78/9370",0.653846153846154,1.52743417141323,4.0466163895773,0.0000454375700740261,0.000444278462946033,0.000273688287580391,"10109/3688/10801/57180/10092/60/8936/6464/10095/1731/5879/23157/1499/6714/4233/3678/26052/10097/1785/23176/55964/53358/26084/387/1496/10094/5829/10093/5295/81873/63916/2335/7414/5293/10552/10163/1399/23607/25759/399694/867/653857/1213/29119/55752/2017/391/1212/9564/1495/8976",51
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","82/4011","138/9370",0.594202898550725,1.38810300658696,3.97346804214736,0.0000560934740464914,0.000533646023361215,0.000328741270372041,"10109/3932/3688/5970/3606/2353/57180/10092/6093/60/147179/8517/10000/5601/10095/834/5608/5879/3984/5880/29108/4790/3937/6714/8874/23396/7456/9815/4615/3678/148022/10097/7409/27040/29110/6885/10458/387/3569/3654/2212/4773/7454/3551/10094/7535/5829/9138/10093/5295/5606/81873/63916/2335/2533/382/7099/5293/10552/10163/7410/1399/925/64283/6197/3576/3676/5586/6300/8395/9475/653857/391/3725/3661/2776/2185/9564/8935/8976/5600/7186",82
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","115/4011","205/9370",0.560975609756098,1.31048154161422,3.88845926708618,0.0000743058631579074,0.000688306942936406,0.000424016836856757,"718/81/7533/5970/87/7529/468/983/85236/578/245972/4067/991/8349/6502/85477/8517/6908/9261/4791/5925/6776/581/898/9759/1237/2960/5879/1030/1232/10013/2934/4790/3845/8363/8362/6714/255626/3718/11317/8361/896/7187/5567/2967/121504/5315/9734/3249/2033/3105/1234/8367/1029/8370/554313/1959/9114/8717/890/4893/10379/387/1233/55697/836/6850/2961/7532/3017/841/1021/5829/8369/894/5295/3135/3665/6672/5566/2885/5293/1026/7185/1388/3133/286436/5610/8341/8343/440689/3572/1642/5922/55869/8344/7157/64764/3725/3661/3107/3106/8359/1111/8368/3190/3134/7337/8360/2958/79885/7186/8379/5366/23352",115
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","110/4011","195/9370",0.564102564102564,1.31778634396435,3.87954301708583,0.0000775807507765368,0.000700216007008742,0.000431353162212323,"718/5970/366/5336/8350/3684/55506/8352/60/2244/292/4688/1511/10533/85236/2266/8349/728/10000/8334/2214/10105/834/55766/3683/9759/5879/5880/3020/10013/1378/1379/4790/8968/8363/8362/6714/723790/8337/255626/3689/8361/8332/2243/121504/9734/8367/8355/3013/8370/554313/6885/3012/23236/2209/6404/9555/8353/727/51311/85235/51284/2212/7097/6850/8358/8356/177/27180/3017/291/8351/8330/64581/8369/5295/3690/1536/3014/8969/7099/5293/8336/5578/653361/286436/8341/8343/440689/440686/2359/6300/5330/8357/55869/8344/8331/8359/8368/8329/4689/1183/1535/79792/5600/3021/8360/293/1184/79885",110
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","118/4011","212/9370",0.556603773584906,1.30026860096997,3.82567967195156,0.0000948425552876106,0.000834614486530974,0.000514146483927574,"3688/5587/3815/1436/7408/3684/10636/6494/91860/60/111/2277/57568/51466/50855/1969/2904/1950/10000/7424/64411/1946/3630/57121/3683/5608/2246/2149/5879/5880/1500/3397/5908/1499/5156/2260/3937/3845/6714/1945/805/3689/2846/2324/51196/4233/2255/5028/7409/6237/54518/3480/9965/8822/23566/27040/5909/5590/56034/285/23236/163688/4893/109/51378/387/2264/125467750/1944/80310/4254/23683/83593/5898/7094/135/5295/5606/801/3690/56288/2775/2533/113/5293/9223/7410/22808/5578/1399/2903/10235/9771/9002/6300/5330/5228/3082/4301/5584/3643/196883/5906/2776/2902/2254/1956/1435/5899/25780/9564/260425/5154/7074/26281/5600/2773/2771",118
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","114/4011","204/9370",0.558823529411765,1.3054541188203,3.81594595197545,0.0000991068136839456,0.000850868254067045,0.000524159271345129,"80326/3688/5336/6194/6093/60/2535/817/10000/3316/5777/5329/3693/6382/2002/3710/7430/4660/288/5962/4659/8324/2817/5879/4609/286/7040/5328/10855/7476/1499/2260/3845/6714/5499/7976/51196/4233/3678/5567/7409/6237/8325/7078/4318/3480/818/84309/3685/7479/4893/355/1634/387/6608/7291/4478/7448/7484/3708/836/7097/1514/4060/5829/9138/1975/1278/5295/3690/2335/8321/5566/7042/2885/6198/3091/7099/5293/6548/7410/22808/1026/7477/5578/3673/2066/27250/2719/3709/4313/5727/6300/867/9475/815/3082/5058/1655/1277/2017/7157/3339/3549/7474/1956/10818/2316/2099/7074/7483/54361/5600/8826",114
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","58/4011","93/9370",0.623655913978495,1.4569074829166,3.83086668420281,0.000105914869942006,0.00088766748141872,0.00054682865183091,"3688/5970/578/4149/6502/9618/8517/10000/3918/3915/5925/1284/581/898/3655/598/4609/1030/1647/6258/4790/317/7187/1871/1870/1287/1163/3685/1643/3675/1282/7709/1164/1869/3909/836/3912/5728/330/284217/10912/3551/1021/4616/5743/5295/5915/2335/5293/1026/7185/3673/2272/3910/7157/3913/3914/7186",58
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","59/4011","95/9370",0.621052631578947,1.45082601792439,3.82071714655576,0.000109844107620772,0.000899188974011904,0.000553926222028864,"3606/2353/3119/10673/529/245972/3458/8741/6352/6372/4312/6364/3120/6387/3683/7040/5741/537/3115/3112/3117/3118/3113/2920/3689/3605/1513/8792/3108/3127/9114/527/3569/2919/3552/7043/940/7097/9296/1514/2921/245973/6374/941/535/3123/3126/7042/7099/3109/3111/3576/3122/4050/3725/1435/528/51382/1493",59
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","50/4011","78/9370",0.641025641025641,1.49748448177768,3.81683433996674,0.000115226292891722,0.000921810343133776,0.000567861634825233,"718/3688/5970/2353/3684/715/840/714/91860/713/710/6372/5601/834/716/29108/4790/725/805/3689/4615/3678/148022/3659/720/100293534/721/163688/387/3569/727/3552/3654/836/23643/10392/712/6374/801/7099/717/3576/6300/929/3725/3661/3394/5600/2773/2771",50
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","123/4011","224/9370",0.549107142857143,1.28275590340848,3.70553708061701,0.000149993740158085,0.0011732843674588,0.000722776853159428,"3932/5970/2353/468/200186/3559/8697/111/3119/292/3561/991/4049/8517/10000/701/5601/2002/10744/6908/3120/4791/5925/3683/6776/581/898/598/1958/4609/1030/7040/3115/4790/3845/3112/3117/3118/3113/9184/3718/3689/896/5567/567/1871/7514/2033/3105/1870/916/3108/1029/3127/1959/4316/4801/958/6513/890/4893/9133/109/3569/9232/64784/55697/1869/7043/4773/115650/4085/5728/917/4488/3551/5535/7094/3554/3560/291/894/5295/3135/2114/3123/821/6929/3126/5566/7042/5530/113/5901/7850/5293/1026/1388/8829/5532/3109/3111/3133/3122/119504/472/4776/706/811/7157/64764/3725/3107/3106/7046/196883/1111/915/3134/3601/293/6688/8379",123
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","67/4011","112/9370",0.598214285714286,1.39747391103038,3.6609190274737,0.000197779347300605,0.00151344196195246,0.000932323696657316,"3688/240/5970/3119/7297/3458/8517/10000/3918/5601/3120/3915/10105/5608/3655/598/7040/3115/3460/4790/3112/3117/3118/3113/4615/1234/8651/3108/3127/6885/958/23533/3654/3459/7043/3909/836/7097/3912/23643/330/284217/3551/841/6772/5606/3588/3123/146850/3126/2775/7042/7099/4261/3109/3111/3122/6300/5294/3910/3913/3914/345611/5600/2773/2771/3717",67
"Organismal Systems","Immune system","hsa04611","Platelet activation","74/4011","126/9370",0.587301587301587,1.37198102044774,3.63669732899663,0.000212518716715675,0.00156702283065872,0.000965331049987128,"3688/5336/5321/7408/6093/60/2244/111/695/4638/4067/2266/10000/2207/3710/4659/2149/5742/5908/3937/6714/5499/5739/5567/5023/2243/5028/54518/10627/2534/5590/23236/83706/23533/109/387/2212/6915/3708/6850/10672/7094/9138/5592/6916/1278/5295/3690/146850/5566/113/5293/1281/3673/2982/103910/10235/3709/9002/255189/6300/9475/5330/5584/5294/1277/196883/5906/11093/2776/5600/2773/51206/2771",74
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","44/4011","68/9370",0.647058823529412,1.51157845337088,3.66276963635692,0.000213684931453461,0.00156702283065872,0.000965331049987128,"29785/8694/53630/1559/7364/1558/128/220/54884/56603/10720/8630/1549/8608/145226/130/1562/10170/126/216/1577/54657/54576/54600/54575/54658/54578/54659/54577/54579/124/125/195814/79799/1555/8854/8228/9227/10901/317749/1576/339761/316/131",44
"Human Diseases","Immune disease","hsa05330","Allograft rejection","28/4011","39/9370",0.717948717948718,1.677182619591,3.66610655745376,0.000230876701237845,0.00165854283338207,0.00102170999903321,"3002/3119/5551/3458/3120/3115/3112/3117/3118/3113/3105/3108/3127/958/355/940/3567/3135/941/3123/3126/3109/3111/3133/3122/3107/3106/3134",28
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","34/4011","50/9370",0.68,1.58853153826976,3.60975609811167,0.000274918028925406,0.00193542292363486,0.00119227608333965,"7852/3119/10673/8741/23308/3120/6387/7040/3115/3112/3117/3118/3113/608/3108/3127/56477/958/3569/3695/23495/940/115650/3567/941/3123/3126/5284/3109/3111/3122/2826/3676/3601",34
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","123/4011","227/9370",0.541850220264317,1.26580318221806,3.50719421976388,0.00031398528705764,0.00216711413812332,0.00133500452288697,"7852/5970/2790/468/91860/6093/111/578/5734/5732/6352/2788/8517/10000/2002/3710/6387/5925/10681/5608/581/5879/4609/5880/1978/2782/1232/6892/2793/1499/5156/4790/3845/6714/805/6891/5567/567/1871/3105/1870/1234/9826/1029/29110/55080/3685/8717/6890/23236/340061/163688/4893/355/109/387/3569/1869/8772/4773/3708/836/3551/841/1230/5535/10672/1021/5829/637/3554/9138/5743/5295/3135/801/3690/3588/2775/5566/2885/5530/113/6198/5293/1026/1388/5578/1399/2768/5532/115004/59345/54331/3133/3576/3709/6300/4776/9475/5330/5733/7249/3570/811/7157/64764/3661/3107/3106/196883/2776/2185/1956/9564/3134/55970/5600/6009/2773/7186/2784/2771",123
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","133/4011","250/9370",0.532,1.24279232111693,3.36618983453397,0.000513440276867075,0.00343829911287023,0.00211809096067963,"28964/7852/10109/5878/9744/9897/55616/57180/832/10092/22841/3559/8027/147179/50855/3561/79720/27128/409/8729/10890/64411/6456/10095/11021/868/2868/11311/9372/5156/6714/273/51160/118813/23396/7456/3482/5371/9815/57154/26052/30011/253725/10097/84440/23325/23624/64744/1785/3105/1234/3480/55048/2350/5590/2348/51019/58533/84313/26286/387/9146/80230/9559/7251/8766/30845/51510/9267/93661/2264/23327/5867/6455/30846/29924/10094/3560/10093/11031/2352/377/81873/829/3135/9525/56288/8853/60682/408/116985/382/10552/23527/4734/26119/642517/729092/3133/116984/57403/131890/138429/89853/867/8395/55680/653857/51100/9265/1213/5338/93343/3799/5584/161/4218/2060/1212/3107/3106/7046/1175/58513/1956/7879/64750/1173/3134/156/254122/8976/50807",133
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","88/4011","157/9370",0.560509554140127,1.30939280037222,3.38213209673176,0.000517698445971938,0.00343829911287023,0.00211809096067963,"5970/891/91860/292/983/823/2305/1874/10000/55957/3710/9261/5925/5608/898/3486/4609/1030/7040/1978/1647/824/4790/286826/3845/1875/5499/805/90550/896/776/2626/1871/5481/6237/3105/1870/1029/8945/890/163688/4893/9133/3569/3552/1869/7043/4773/3708/5728/204851/10912/59341/5535/1021/83593/291/4616/894/5295/5606/3135/801/7042/5530/5293/22808/1026/5532/2309/3133/3576/472/28996/3709/6300/4776/7249/7157/3107/3106/7046/1111/677/3134/5600/293/6009",88
"Cellular Processes","Cell motility","hsa04814","Motor proteins","106/4011","194/9370",0.54639175257732,1.27641254591112,3.36560377029474,0.000532189928980307,0.00346908990742719,0.00213705897407297,"80179/10382/832/23046/7278/3833/60/7846/55930/7171/4542/79659/59/7277/1781/4640/4633/4641/7134/55614/23095/4649/4629/4648/10398/84376/7169/51164/1062/84617/10112/4636/51174/1768/127602/11004/4430/4624/113220/203068/4642/89953/72/140469/4647/10627/9493/4619/29895/8655/84700/9585/10381/56992/6993/93661/6990/55582/84790/374654/1780/3832/64837/81027/4650/4644/10121/4625/829/1767/4627/4637/8701/196385/56171/103910/9928/547/146909/4628/221458/399687/23303/24137/57519/7802/3799/4643/84516/7139/1769/92558/3801/7168/10126/3797/347688/79819/11127/7140/55083/7138/343521/347240/201625/4646",106
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","94/4011","170/9370",0.552941176470588,1.29171249651693,3.32060068373486,0.000634211480303792,0.00405895347394427,0.00250043186492978,"81/10109/3688/87/27134/7408/5515/57180/10092/7278/6093/4217/137075/60/55844/7846/50855/7277/4633/84952/5601/7430/10095/5962/4629/10398/5879/1080/54566/4771/5111/6714/913/51762/11346/26285/776/5567/10097/2626/8777/9069/10627/24146/23370/5590/9181/387/4478/7454/5519/23327/10094/84790/10093/81873/79778/50848/861/56288/3308/5566/4627/4637/10552/9223/83700/4734/11149/1740/103910/5563/150084/4628/51208/53632/9075/5010/9475/653857/4301/1364/1365/53842/5584/2017/123720/4218/3725/8189/5906/9071/7074/10207",94
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","109/4011","201/9370",0.54228855721393,1.26682717055461,3.30824881227671,0.000646602905560216,0.00406436112066421,0.00250376313055272,"5970/7704/2521/1436/8350/7102/3002/3684/8352/1848/6760/3398/578/4149/597/64919/5914/581/598/3486/4609/862/4300/3020/1647/6258/5328/5468/7113/4790/8013/7468/8968/2530/648/1667/728358/1668/1669/55589/5371/4233/4094/4318/1051/3480/8355/51513/4286/6692/3728/1643/4005/958/890/5087/2209/7709/8353/3569/4221/3695/6495/5327/7030/8358/8356/8091/8861/330/10912/3560/85414/8351/4616/26471/894/4211/861/2313/6929/2118/7850/3248/4086/1026/7185/4613/860/51804/6756/2115/3576/2120/472/7403/79058/440686/84444/929/8357/466/1655/7157/8464/5154/6935/3021/6688",109
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","106/4011","196/9370",0.540816326530612,1.2633879280957,3.22385578310036,0.000865499911267605,0.0053307843901081,0.00328391622117903,"718/5970/2353/5336/2790/6934/91860/7297/83439/578/4067/2788/8517/10000/1827/5601/3710/9261/5925/10681/5608/581/3455/1237/5879/4609/2782/1232/2793/1499/4790/3845/6714/2920/805/7187/148022/1871/4277/2033/3105/1870/1234/29110/8717/285/163688/4893/355/10379/23533/3569/2919/1233/1869/3459/8772/9641/4773/3708/836/6850/3551/841/1230/5535/1021/2921/637/51176/5743/6772/5295/3135/801/3055/146850/3665/5530/3091/5293/1026/5532/59345/54331/3133/3576/6773/5610/3709/3572/6300/4776/5294/7157/3725/3661/3107/3106/100507436/3134/55970/5600/7186/2784/3717",106
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","45/4011","73/9370",0.616438356164384,1.44004672083278,3.26527584451654,0.000878367882460994,0.0053307843901081,0.00328391622117903,"27306/2941/2944/2947/1559/7364/2328/1558/128/2950/218/10720/2939/2938/2330/222/1549/130/4259/126/1577/221357/54657/54576/54600/54575/54658/54578/54659/54577/54579/124/125/79799/1555/1571/221/4128/1576/2940/373156/1557/316/131/2946",45
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","126/4011","238/9370",0.529411764705882,1.23674600730345,3.20051054520217,0.000913130133975998,0.00544782723999239,0.00335601797678957,"5970/5336/5878/3815/1436/2790/5321/627/91860/2277/8437/1969/2904/10928/2788/1950/8517/10000/106821730/7424/1946/5601/2002/5921/3630/6464/10681/8844/598/2246/5879/5880/2782/5908/2793/5156/26279/81579/4790/2260/3845/1945/805/5923/5063/2324/51196/4233/5567/7039/2255/6237/3480/9965/8822/27040/29110/3363/9462/56034/285/25/53358/163688/4893/51378/387/2323/64926/8399/2264/125467750/1944/80310/3551/4254/56924/7535/83593/5898/5319/5295/801/10298/2114/4915/5566/2885/382/5293/22808/5578/4763/8831/6789/2903/59345/25759/54331/399694/10235/5062/9771/10156/255189/22821/5228/3082/4301/5338/5922/5058/3643/5906/2902/2254/1956/1435/5899/25780/5154/7074/55970/26281/27/2784",126
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","36/4011","56/9370",0.642857142857143,1.50176300886847,3.25803398072765,0.000944877898659413,0.00554328367213522,0.0034148218793656,"718/5970/3606/3684/840/56681/1937/4791/834/1378/1379/29108/4790/2920/3689/4615/317/57396/3569/2919/7415/7100/836/7097/841/2921/10767/23786/7099/3329/3576/1195/929/4671/5861/664",36
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","133/4011","253/9370",0.525691699604743,1.2280556532776,3.18131151603465,0.000966575089770833,0.00557761363277595,0.0034359701206694,"718/81/10109/3688/5970/3606/87/5336/10801/8350/9474/57180/10092/6093/58528/8352/60/823/5580/6352/27128/8517/10000/11146/4633/5601/8936/3710/10095/80201/834/581/10398/598/831/5879/3098/23157/3020/824/4636/29108/4790/10318/257397/8968/6714/11335/113026/92610/51196/4615/3678/51619/10097/57521/5481/23176/54874/8355/29110/10627/8945/6885/55964/9181/8717/29895/23236/340061/826/387/8353/9267/989/7100/3708/8358/8356/64121/10392/3551/10094/5829/2931/7094/3554/10093/23048/8351/5295/81873/63916/7414/382/6198/7099/5293/10552/10163/1399/2309/115004/103910/3576/472/84335/440686/3709/10616/1729/6300/9475/5330/653857/9265/929/8357/55752/7322/2017/7157/3725/3661/4671/1956/9564/8915/8976/5600/3021/664/7186",133
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","77/4011","137/9370",0.562043795620438,1.31297690475281,3.1925097253907,0.00101150571194839,0.00574274210654571,0.00353769400104191,"5970/2353/3002/332/1439/468/8743/153090/840/7278/4217/60/9451/823/7846/578/1515/5551/1512/597/7277/1075/8517/10000/2081/5601/3710/5414/6709/581/598/1647/824/4001/4790/3845/1513/4000/317/835/1522/8717/4893/355/84823/8772/3708/836/1514/330/10912/10018/3551/841/637/84790/8795/4616/1520/5295/843/4170/1521/10039/5293/7185/143/3563/472/3709/1509/1508/7157/3725/1519/7186/5366",77
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","53/4011","89/9370",0.595505617977528,1.39114625790313,3.20750888917208,0.00103071897884829,0.0057589377865809,0.00354767100489135,"9899/3688/3694/7148/3918/3693/6382/7059/3915/1284/22801/3655/9900/3680/1101/1292/375790/3678/1834/1299/158326/1287/1298/3685/3675/1282/961/3161/6696/3695/7448/3909/3912/284217/1311/1278/3690/2335/3673/1291/1293/3676/7058/8515/1277/3910/948/3339/3913/3914/3672/3691/51206",53
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","58/4011","99/9370",0.585858585858586,1.36861005970954,3.18972000407777,0.00107437371463809,0.00586305016638265,0.00361180721972137,"718/3075/3684/715/714/3119/713/2266/728/629/147183/3120/2214/3683/2204/719/716/3115/3112/3117/3118/3113/1667/728358/1668/1669/3689/2213/3868/720/100293534/721/3108/192666/3127/8689/2209/6404/3880/54474/727/3426/25984/2212/3872/5724/712/3123/3126/717/3109/3111/3122/2359/9103/353288/10747/3861",58
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","60/4011","103/9370",0.58252427184466,1.3608208494601,3.18545685635464,0.00108266551367861,0.00586305016638265,0.00361180721972137,"81/5970/87/5878/5052/3684/384/1511/3458/3918/3915/1284/7040/338382/4790/913/2920/3689/5567/1287/6318/6317/23236/1282/5269/3569/2919/7043/3909/836/7097/3912/284217/2921/3554/1278/5295/5272/2769/2335/5566/7042/7414/7850/7099/5293/4583/5578/1281/3576/5330/733/929/1277/3910/3913/3914/2776/383/7879",60
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","114/4011","214/9370",0.532710280373832,1.24445158990347,3.12952145194907,0.00117185865161216,0.00624991280859816,0.00385012571343068,"6923/7852/5970/2353/5336/2790/27350/891/91860/140564/983/60489/578/2788/1174/8517/10000/106821730/5601/3710/10681/5608/581/598/5879/3984/8905/5880/2782/6892/2793/8906/4790/3845/805/919/5063/200316/4615/6891/567/684/3105/1234/916/29110/8945/55080/6885/8717/6890/340061/163688/4893/355/9133/3654/8772/4773/3708/836/7097/917/130340/3551/841/5535/56924/5829/637/5295/5606/3135/801/10298/164/2775/5530/6198/7133/7099/5293/5578/1399/5532/115004/59345/54331/164668/3133/472/5062/3709/6300/4776/1642/5058/811/162/3725/3661/3107/3106/2776/1111/2185/915/3134/55970/5600/2773/7186/2784/2771",114
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","125/4011","238/9370",0.525210084033613,1.22693056280104,3.06781798580648,0.00141483146786896,0.00732933010710138,0.00451507775736509,"718/5970/2353/5336/11224/6123/6125/6194/715/6191/714/6130/2244/713/6231/6201/7297/6868/200916/6189/2266/728/629/8517/5601/4312/4599/6161/834/4939/6175/3455/730/6136/6173/6134/719/6207/716/4736/6138/388524/3921/6152/6159/6144/7113/4790/140801/4615/7187/2243/6157/720/100293534/721/29110/6165/6885/1440/6137/340061/6135/4600/4938/10379/51187/6122/6133/3569/727/6164/3654/51311/6208/9636/6206/51284/2212/9641/7097/6850/729/100529239/3551/6160/6210/712/6772/6227/5295/3627/4940/103/1536/7099/5293/6146/5578/8829/115004/2162/717/6139/100526842/6170/3576/6773/5610/3572/6300/6228/6167/733/6234/6235/3570/6193/10747/3725/3661/1956/5600/23586/6187",125
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","49/4011","82/9370",0.597560975609756,1.3959477291108,3.11540671217106,0.00141589331614459,0.00732933010710138,0.00451507775736509,"3823/3119/3821/3458/5720/3120/3824/8302/3115/6892/5641/3112/3117/3118/3113/6891/115653/567/3105/3108/3127/55080/4801/6890/5721/972/1514/3811/3813/5993/1520/3135/3123/821/3126/3308/925/4261/3109/3111/3133/3122/4800/1508/811/3107/3106/3134/3320",49
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","57/4011","98/9370",0.581632653061224,1.35873796040481,3.08840845656802,0.00149992055976699,0.00765176865272436,0.00471370915807781,"10109/5336/8612/55616/5321/7408/57180/5788/10092/5580/4067/85477/10000/8936/2214/8613/10095/5879/3984/5880/2934/65108/273/23396/2213/10097/7409/1785/27040/3635/2209/2212/6850/7454/10094/10093/5295/81873/8853/3055/382/6198/5293/10552/10163/7410/5578/1399/653361/8877/255189/8395/653857/5338/5058/56848/50807",57
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","39/4011","63/9370",0.619047619047619,1.44614215668816,3.07375856621166,0.00169746908408524,0.00853584453711433,0.00525832528303095,"80326/2735/6934/2535/83439/578/8313/64399/581/2736/8324/1647/7476/1499/7976/8643/8325/51684/7479/1643/652/1856/324/6608/7484/10912/374654/51176/4616/1857/8321/1026/7477/5727/2737/7157/7474/7483/54361",39
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","40/4011","65/9370",0.615384615384615,1.43758510250657,3.06261277424716,0.00174914382125699,0.00867181162087971,0.00534208490999169,"1606/8612/8694/7920/80339/8613/8527/5408/231/84513/5407/154141/2717/5406/160851/150763/57016/129642/9388/11343/9663/56894/223/196051/2713/1609/55326/1056/26007/132158/56895/501/224/9162/80168/23175/10555/2710/441282/64900",40
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","32/4011","50/9370",0.64,1.49508850660683,3.03662359553934,0.00199626250197236,0.00975950556519819,0.00601213560535534,"3606/4035/3458/6382/7059/3043/3683/100528032/7040/1378/1379/3040/3689/4233/4615/1440/958/3569/7043/7097/3820/3039/1311/7042/7099/3576/7058/5175/3082/948/2994/2993",32
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","93/4011","173/9370",0.53757225433526,1.25580952957402,2.93797265507696,0.00222319787685614,0.0105994525698178,0.00652956707351214,"5970/3606/8743/3838/5646/60/3119/292/23430/7297/578/728343/56001/3458/6352/8517/10000/4599/3120/834/4939/581/3455/3115/29108/3460/7113/4790/3112/3117/3118/3113/5371/896/4615/317/7187/148022/64499/7177/5644/6041/7514/2033/3108/29110/3127/8717/4600/355/4938/10379/3569/3552/8766/3459/51284/8772/9641/836/3551/841/1021/637/291/8795/6772/91543/5295/3627/4940/3123/103/3126/11100/3665/7099/5293/5578/55916/4261/3109/3111/3576/3122/6773/402569/56649/5610/3661/293/23586/3717",93
