"Clinicopathological_Group","Gene_Count","Symbol","Gene_Description"
"Tumor_vs_Normal_Pos",726,"TMPO","thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]"
"Tumor_vs_Normal_Pos",726,"MORC3","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]"
"Tumor_vs_Normal_Pos",726,"GAREM2","GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]"
"Tumor_vs_Normal_Pos",726,"C3orf38","chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]"
"Tumor_vs_Normal_Pos",726,"ACP4","acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376]"
"Tumor_vs_Normal_Pos",726,"ERGIC1","endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]"
"Tumor_vs_Normal_Pos",726,"EEPD1","endonuclease/exonuclease/phosphatase family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22223]"
"Tumor_vs_Normal_Pos",726,"PAPLN","papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]"
"Tumor_vs_Normal_Pos",726,"GIT2","GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]"
"Tumor_vs_Normal_Pos",726,"TOM1L2","target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]"
"Tumor_vs_Normal_Pos",726,"APCDD1","APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]"
"Tumor_vs_Normal_Pos",726,"HDGFL3","HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]"
"Tumor_vs_Normal_Pos",726,"PIM1","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]"
"Tumor_vs_Normal_Pos",726,"GNL2","G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]"
"Tumor_vs_Normal_Pos",726,"CDHR3","cadherin related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308]"
"Tumor_vs_Normal_Pos",726,"MRPL9","mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]"
